File Path,Container,Video Codec,Resolution,File Size (MB),Audio Codec,Audio Channels
"/pool/TV Shows/Vindicators 2/S1/Vindicators 2 - S01E05 - First Love.mkv",mkv,vp9,1920x1080,23,aac,2
"/pool/TV Shows/Vindicators 2/S1/Vindicators 2 - S01E07 - Girls Night.mkv",mkv,vp9,1920x1080,28,aac,2
"/pool/TV Shows/Vindicators 2/S1/Vindicators 2 - S01E09 - Little Trains.mkv",mkv,vp9,1920x1080,24,aac,2
"/pool/TV Shows/Vindicators 2/S1/Vindicators 2 - S01E08 - Kintsugi.mkv",mkv,vp9,1920x1080,17,aac,2
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E01 - 2 Weeks.mkv",mkv,hevc,1920x1080,646,eac3,6
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E03 - 12 Days.mkv",mkv,hevc,1920x1080,609,eac3,6
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E05 - 3 Days.mkv",mkv,hevc,1920x1080,577,eac3,6
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E04 - 6 Days.mkv",mkv,hevc,1920x1080,574,eac3,6
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E06 - 1 Day.mkv",mkv,hevc,1920x1080,612,eac3,6
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E07 - 1 Hour.mkv",mkv,hevc,1920x1080,635,eac3,6
"/pool/TV Shows/Miracle Workers (2019)/Season 1/Miracle Workers (2019) - S01E02 - 13 Days.mkv",mkv,hevc,1920x1080,603,eac3,6
"/pool/TV Shows/LEGO Masters (US)/Season 5/LEGO Masters (US) - S05E04 - Celebrity Holiday Bricktacular - New Holiday Classics.mkv",mkv,hevc,1920x1080,690,eac3,6
"/pool/TV Shows/Slow Horses {tvdb-372264}/S1/Slow Horses - S01E01 - TBD WEBDL-720p.mkv",mkv,hevc,1280x640,246,aac,2
"/pool/TV Shows/Slow Horses {tvdb-372264}/S1/Slow Horses - S01E02 - TBD WEBDL-720p.mkv",mkv,hevc,1280x640,182,aac,2
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E03 - The Princess of Darkness.mkv",mkv,hevc,1920x1080,553,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E02 - For Whom the Pig Oinks.mkv",mkv,hevc,1920x1080,537,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E20 - Tiabeanie Falls.mkv",mkv,hevc,1920x1080,535,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E10 - Dreamland Falls.mkv",mkv,hevc,1920x1080,542,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E01 - A Princess, an Elf, and a Demon Walk Into a Bar.mkv",mkv,hevc,1920x1080,692,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E18 - In Her Own Write.mkv",mkv,hevc,1920x1080,452,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E16 - The Dreamland Job.mkv",mkv,hevc,1920x1080,426,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E12 - Stairway to Hell.mkv",mkv,hevc,1920x1080,526,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E05 - Faster, Princess! Kill! Kill!.mkv",mkv,hevc,1920x1080,543,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E14 - The Lonely Heart Is a Hunter.mkv",mkv,hevc,1920x1080,521,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E15 - Our Bodies, Our Elves.mkv",mkv,hevc,1920x1080,433,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E09 - To Thine Own Elf Be True.mkv",mkv,hevc,1920x1080,546,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E06 - Swamp and Circumstance.mkv",mkv,hevc,1920x1080,539,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E17 - Love's Slimy Embrace.mkv",mkv,hevc,1920x1080,458,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E07 - Love's Tender Rampage.mkv",mkv,hevc,1920x1080,542,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E04 - Castle Party Massacre.mkv",mkv,hevc,1920x1080,573,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E13 - The Very Thing.mkv",mkv,hevc,1920x1080,498,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E11 - The Disenchantress.mkv",mkv,hevc,1920x1080,586,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E19 - The Electric Princess.mkv",mkv,hevc,1920x1080,498,eac3,6
"/pool/TV Shows/Disenchantment/Season 1/Disenchantment - S01E08 - The Limits of Immortality.mkv",mkv,hevc,1920x1080,524,eac3,6
"/pool/TV Shows/Disenchantment/Season 3/Disenchantment - S03E08 - The Battle of Falling Water.mkv",mkv,hevc,1920x1080,486,ac3,6
"/pool/TV Shows/Disenchantment/Season 3/Disenchantment - S03E07 - Gimme Gimme Shock Treatment.mkv",mkv,hevc,1920x1080,380,ac3,6
"/pool/TV Shows/Disenchantment/Season 3/Disenchantment - S03E06 - The Stience of Homemade Lightning.mkv",mkv,hevc,1920x1080,489,ac3,6
"/pool/TV Shows/Disenchantment/Season 3/Disenchantment - S03E04 - I Hear Your Noggin, But You Can't Come In.mkv",mkv,hevc,1920x1080,366,ac3,6
"/pool/TV Shows/Disenchantment/Season 3/Disenchantment - S03E10 - Goodbye Bean.mkv",mkv,hevc,1920x1080,738,ac3,6
"/pool/TV Shows/Disenchantment/Season 2/Disenchantment - S02E15 - The Pitter-Patter of Little Feet.mkv",mkv,hevc,1280x720,87,aac,2
"/pool/TV Shows/Disenchantment/Season 2/Disenchantment - S02E20 - Bean Falls Apart.mkv",mkv,hevc,1280x720,95,aac,2
"/pool/TV Shows/Disenchantment/Season 2/Disenchantment - S02E17 - The Unbearable Lightning of Bean.mkv",mkv,hevc,1280x720,84,aac,2
"/pool/TV Shows/Disenchantment/Season 2/Disenchantment - S02E18 - Spy Vs. Spy Vs. Spy.mkv",mkv,hevc,1280x720,93,aac,2
"/pool/TV Shows/Disenchantment/Season 2/Disenchantment - S02E11 - Love Is Hell.mkv",mkv,hevc,1280x720,116,aac,2
"/pool/TV Shows/Disenchantment/Season 2/Disenchantment - S02E12 - The Good, The Bad, and the Bum-Bum.mkv",mkv,hevc,1280x720,118,aac,2
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E08 - The Wedding.mp4",mp4,hevc,1920x960,452,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E03 - The Date.mp4",mp4,hevc,1920x960,360,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E06 - The Road Trip.mp4",mp4,hevc,1920x960,379,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E02 - The Dress.mp4",mp4,hevc,1920x960,357,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E07 - The Horse.mp4",mp4,hevc,1920x960,327,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E05 - Veggie Veggie Bing Bong.mp4",mp4,hevc,1920x960,421,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E01 - The Pharmacy.mp4",mp4,hevc,1920x960,314,aac,6
"/pool/TV Shows/Still Up/Season 1/Still Up - S01E04 - The Sleep Clinic.mp4",mp4,hevc,1920x960,332,aac,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation (2021) - [01x05] - Upon Awakening.mkv",mkv,hevc,3840x1920,9731,eac3,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation.S01E09.2160p.WEB.H265-GGWP[rarbg].mkv",mkv,hevc,3840x1920,8720,eac3,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/foundation.s01e04.hdr.2160p.web.h265-ggez.mkv",mkv,hevc,3840x1920,8153,eac3,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation (2021) - [01x03] - The Mathematician’s Ghost.mkv",mkv,hevc,3840x1920,897,aac,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation (2021) - [01x04] - Barbarians at the Gate.mkv",mkv,hevc,1920x1080,362,eac3,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation (2021) - [01x03] - The Mathematician’s Ghost (1080).mkv",mkv,hevc,1920x1080,203,aac,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation.S01E07.2160p.WEB.H265-GGWP[rarbg].mkv",mkv,hevc,3840x1920,7469,eac3,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation.S01E04.HDR.2160p.WEB.H265-GGEZ[rarbg].mkv",mkv,hevc,3840x1920,8153,eac3,6
"/pool/TV Shows/Foundation (2021) {tvdb-366972}/Season 01/Foundation (2021) - [01x02] - Preparing to Live.mkv",mkv,hevc,3840x1920,2801,eac3,6
"/pool/TV Shows/Loot/Season 1/Loot.S01E03.1080p.HEVC.x265-MeGusta[TGx].mkv",mkv,hevc,1920x960,366,eac3,6
"/pool/TV Shows/Loot/Season 1/Loot.S01E02.1080p.HEVC.x265-MeGusta[TGx].mkv",mkv,hevc,1920x960,353,eac3,6
"/pool/TV Shows/Loot/Season 1/Loot.S01E01.720p.WEB.x265-MiNX[TGx].mkv",mkv,hevc,1280x640,193,aac,2
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E08 - Birthright.mkv",mkv,hevc,1916x800,733,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E05 - The Way Out.mkv",mkv,hevc,1916x800,875,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E02 - Departure.mkv",mkv,hevc,1920x804,801,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E10 - Beyond Logic.mkv",mkv,hevc,1916x800,838,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E06 - Terrifying Miracles.mkv",mkv,hevc,1916x800,857,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E09 - Axis Mundi.mkv",mkv,hevc,1916x800,926,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E07 - Will the Real May Please Stand Up.mkv",mkv,hevc,1916x800,820,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E01 - Aftermath.mkv",mkv,hevc,1920x804,860,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E04 - Parallels and Interiors.mkv",mkv,hevc,1916x800,709,eac3,6
"/pool/TV Shows/Monarch - Legacy of Monsters/Season 1/Monarch - Legacy of Monsters - S01E03 - Secrets and Lies.mkv",mkv,hevc,1920x804,745,eac3,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E06 - The Innocents.mp4",mp4,hevc,1920x816,958,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E01 - The Name of the Game.mp4",mp4,hevc,1920x816,957,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E07 - The Self-Preservation Society.mp4",mp4,hevc,1920x816,897,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E02 - Cherry.mp4",mp4,hevc,1920x816,940,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E04 - The Female of the Species.mp4",mp4,hevc,1920x816,899,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E03 - Get Some.mp4",mp4,hevc,1920x816,874,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E05 - Good for the Soul.mp4",mp4,hevc,1920x816,958,aac,6
"/pool/TV Shows/The Boys/Season 1/The Boys - S01E08 - You Found Me.mp4",mp4,hevc,1920x816,1060,aac,6
"/pool/TV Shows/The Boys/Season 4/The Boys - S04E07 - The Insider.mkv",mkv,hevc,1920x800,989,eac3,6
"/pool/TV Shows/The Unnatural History Show with Ross Noble/Season 0/The Unnatural History Show with Ross Noble ｜ Official Series Release Trailer [hYwVAFUfVII].webm",webm,vp9,3840x2160,96,opus,2
"/pool/TV Shows/Shrinking/S01E04 - Potatoes.mkv",mkv,hevc,1280x640,159,aac,2
"/pool/TV Shows/Shrinking/Shrinking - S01E03 - Fifteen Minutes.mkv",mkv,hevc,1280x640,147,aac,2
"/pool/TV Shows/Shrinking/Shrinking - S01E01 - Coin Flip.mkv",mkv,hevc,1280x640,184,aac,2
"/pool/TV Shows/Shrinking/Shrinking - S01E02 - Fortress of Solitude.mkv",mkv,hevc,1280x640,145,aac,2
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E03 - Ruminations: Big and Little Bullys.mkv",mkv,hevc,1920x1040,1992,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E07 - the Theater and Its Double.mkv",mkv,hevc,1920x1040,1951,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E06 - a Thousand Little Trees of Blood.mkv",mkv,hevc,1920x1040,1995,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E02 - Out of Touch.mkv",mkv,hevc,1920x1040,1894,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E08 - All My Life, My Heart Has Yearned for a Thing I Cannot Name.mkv",mkv,hevc,1920x1040,2049,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E01 - Trying to Get to Heaven Before They Close the Door.mkv",mkv,hevc,1920x1040,2034,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E05 - Stand Still Like the Hummingbird.mkv",mkv,hevc,1920x1040,1796,eac3,6
"/pool/TV Shows/Euphoria (US)/Season 2/Euphoria (US) - S02E04 - You Who Cannot See, Think of Those Who Can.mkv",mkv,hevc,1920x1040,2060,eac3,6
"/pool/TV Shows/We Own This City/We Own This City - S01E06 - Part Six.mp4",mp4,hevc,1920x960,1018,aac,6
"/pool/TV Shows/We Own This City/We Own This City - S01E05 - Part Five.mp4",mp4,hevc,1920x960,920,aac,6
"/pool/TV Shows/We Own This City/We Own This City - S01E04 - Part Four.mp4",mp4,hevc,1920x958,939,aac,6
"/pool/TV Shows/We Own This City/We Own This City - S01E02 - Part Two.mp4",mp4,hevc,1920x958,918,aac,6
"/pool/TV Shows/We Own This City/We Own This City - S01E03 - Part Three.mp4",mp4,hevc,1920x954,953,aac,6
"/pool/TV Shows/We Own This City/We Own This City - S01E01 - Part One.mp4",mp4,hevc,1920x960,930,aac,6
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E07 - You Win or You Die.mkv",mkv,hevc,3840x2160,11191,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E06 - A Golden Crown.mkv",mkv,hevc,3840x2160,10335,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E02 - The Kingsroad.mkv",mkv,hevc,3840x2160,10739,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E05 - The Wolf and the Lion.mkv",mkv,hevc,3840x2160,10322,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E03 - Lord Snow.mkv",mkv,hevc,3840x2160,11172,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E08 - The Pointy End.mkv",mkv,hevc,3840x2160,11370,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E01 - Winter Is Coming.mkv",mkv,hevc,3840x2160,11822,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E10 - Fire and Blood.mkv",mkv,hevc,3840x2160,9906,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E04 - Cripples, Bastards, and Broken Things.mkv",mkv,hevc,3840x2160,9978,truehd,8
"/pool/TV Shows/Game of Thrones/Season 1/Game of Thrones - S01E09 - Baelor.mkv",mkv,hevc,3840x2160,10519,truehd,8
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E10 - (10) - What Mad Universe (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,361,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E03 - (3) - Feast (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,304,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E12 - (12) - Kokoro (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,295,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E24 - (24) - Parasyte (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,315,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E02 - (2) - Demon in the Flesh (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,336,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E05 - (5) - The Stranger (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,338,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E16 - (16) - Happy Family (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,442,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E20 - (20) - Crime and Punishment (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,310,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E21 - (21) - Sex and Spirit (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,310,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E19 - (19) - In Cold Blood (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,296,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E07 - (7) - Dark Night's Passing (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,420,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E18 - (18) - More Than Human (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,327,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E04 - (4) - Disheveled Hair (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,351,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E13 - (13) - Hello Sadness (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,310,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E08 - (8) - Freezing Point (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,316,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E17 - (17) - The Adventure of the Dying Detective (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,321,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E15 - (15) - Something Wicked This Way Comes (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,333,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E06 - (6) - The Sun Also Rises (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,316,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E01 - (1) - Metamorphosis (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,369,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E23 - (23) - Life and Oath (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,326,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E14 - (14) - The Selfish Gene (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,315,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E09 - (9) - Beyond Good and Evil (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,317,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E22 - (22) - Quiescence and Awakening (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,354,aac,6
"/pool/TV Shows/Parasyte -the maxim-/Season 1/Parasyte -the maxim- (2014) - S01E11 - (11) - The Blue Bird (1080p BluRay x265 ImE).mkv",mkv,hevc,1920x1080,353,aac,6
"/pool/TV Shows/Ghosts (US)/Season 4/Ghosts (US) - S04E21 - Kyle.mkv",mkv,hevc,1284x720,129,ac3,6
"/pool/TV Shows/Ghosts (US)/Season 4/Ghosts (US) - S04E12 - It's the End of the World as We Know it and What Were We Talking About.mkv",mkv,hevc,1284x720,124,ac3,6
"/pool/TV Shows/Ghosts (US)/Season 4/Ghosts (US) - S04E10 - The Not-So-Silent Partner.mkv",mkv,hevc,1280x718,111,aac,2
"/pool/TV Shows/Ghosts (US)/Season 4/Ghosts (US) - S04E19 - Pinkus Returns.mkv",mkv,hevc,1920x1080,393,ac3,6
"/pool/TV Shows/Ghosts (US)/Season 4/Ghosts (US) - S04E09 - A Very Arondekar Christmas (2).mkv",mkv,av1,1920x1080,229,eac3,6
"/pool/TV Shows/#1 Happy Family USA/Season 1/#1 HAPPY FAMILY USA - S01E04 - Pray the Gaye Away.mkv",mkv,hevc,1920x1080,492,eac3,6
"/pool/TV Shows/#1 Happy Family USA/Season 1/#1 HAPPY FAMILY USA - S01E05 - Courtney's Pool Party.mkv",mkv,hevc,1920x1080,433,eac3,6
"/pool/TV Shows/#1 Happy Family USA/Season 1/#1 HAPPY FAMILY USA - S01E03 - See Something, Say Something.mkv",mkv,hevc,1920x1080,455,eac3,6
"/pool/TV Shows/Solar Opposites/S2/Solar Opposites - [02x05] - The Rad Awesome Terrific Ray.avi",avi,mpeg4,640x360,306,mp3,2
"/pool/TV Shows/Solar Opposites/S2/Solar Opposites - [02x07] - The Unlikely Demise of Terry's Favorite Shot Glass.avi",avi,mpeg4,640x360,321,mp3,2
"/pool/TV Shows/Solar Opposites/S2/Solar Opposites - [02x06] - The Apple Pencil Pro.avi",avi,mpeg4,640x360,287,mp3,2
"/pool/TV Shows/Solar Opposites/S2/Solar Opposites - [02x03] - The Lake House Device.avi",avi,mpeg4,640x360,301,mp3,2
"/pool/TV Shows/Solar Opposites/S2/Solar Opposites - [02x02] - The Earth Eraser.avi",avi,mpeg4,640x360,304,mp3,2
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E05 - That's Amore.mp4",mp4,hevc,1920x1080,976,aac,6
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E03 - Bull Elephants.mp4",mp4,hevc,1920x1080,971,aac,6
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E06 - Abductions.mp4",mp4,hevc,1920x1080,999,aac,6
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E02 - Italian Dream.mp4",mp4,hevc,1920x1080,902,aac,6
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E04 - In the Sandbox.mp4",mp4,hevc,1920x1080,957,aac,6
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E07 - Arrivederci.mp4",mp4,hevc,1920x1080,1228,aac,6
"/pool/TV Shows/The White Lotus {tvdb-390430}/Season 2/The White Lotus - S02E01 - Ciao.mp4",mp4,hevc,1920x1080,951,aac,6
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E10 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,490,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E05 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,432,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E08 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1278x720,396,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E12 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1278x720,486,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E07 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1278x720,446,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E04 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1278x720,443,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E11 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1278x720,463,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E02 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,419,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E06 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,486,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E01 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,599,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E03 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,428,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 1/Boardwalk Empire S01E09 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1278x720,425,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 3/Boardwalk Empire S03E02 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,458,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 3/Boardwalk Empire S03E01 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,457,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 3/Boardwalk Empire S03E09 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,428,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 3/Boardwalk Empire S03E07 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,463,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 3/Boardwalk Empire S03E08 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,476,aac,2
"/pool/TV Shows/Boardwalk Empire/Season 3/Boardwalk Empire S03E03 720p BluRay HEVC x265 BONE.mkv",mkv,hevc,1280x720,443,aac,2
